centract2020,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022
36081060000,-1,0,5,0,0,0,0,0,0,0,0,0,0
36081059900,0,0,0,0,0,0,1,0,0,0,0,0,0
36081059800,0,0,0,0,0,0,1,0,0,0,0,0,0
36081059600,0,0,0,0,0,0,0,0,0,0,0,0,0
36081059502,0,0,9,1,0,0,0,0,0,2,2,1,0
36081059501,0,0,0,0,0,0,0,0,0,42,0,0,0
36081059400,0,0,0,0,0,0,0,0,0,0,0,0,0
36081059300,28,-1,2,0,0,26,1,6,-2,5,1,-1,0
36081059200,0,0,0,0,0,0,0,0,0,0,0,0,-1
36081059100,0,0,1,0,0,2,-2,0,0,0,0,0,15
36081059000,0,1,0,0,0,0,0,0,0,0,0,0,0
36081058900,0,7,0,0,0,0,4,2,0,0,2,0,0
36081058700,0,0,0,0,0,2,0,1,0,0,0,0,0
36081058500,1,0,0,1,1,0,0,0,0,0,-1,0,0
36081058300,0,-1,52,1,0,0,12,-12,1,5,0,0,0
36081058200,0,2,2,0,0,1,1,2,6,0,0,9,3
36081058100,1,0,0,1,0,0,0,1,1,0,0,0,1
36081058000,9,0,1,0,0,0,0,0,0,0,0,0,0
36081057900,0,0,0,0,0,0,0,0,0,0,0,0,0
36081057700,0,0,0,0,0,0,0,1,0,0,0,0,0
36081056800,0,0,7,0,0,0,-2,-4,-3,0,0,-1,1
36081056700,0,0,0,0,0,2,0,1,0,2,2,0,0
36081056600,0,0,0,4,0,1,0,0,0,0,1,0,2
36081056500,1,0,0,0,0,0,1,2,-1,1,-17,0,67
36081056400,0,2,0,2,0,1,-2,0,0,0,2,0,0
36081056200,-1,1,0,0,-1,0,0,2,0,0,1,0,1
36081056100,0,0,0,0,0,0,0,0,0,0,-18,0,0
36081056000,-1,3,0,1,0,-1,2,0,0,2,1,0,0
36081055900,0,0,0,0,1,0,0,0,0,0,0,62,0
36081055800,0,0,0,0,1,0,0,0,0,0,0,0,0
36081055700,0,0,0,0,0,-2,7,0,17,2,4,0,1
36081055600,0,0,0,0,0,0,0,0,0,1,0,0,0
36081055500,0,0,-1,0,2,0,0,0,0,0,0,0,0
36081055400,1,0,0,0,0,0,0,1,0,0,0,0,0
36081055300,19,0,0,0,0,0,26,90,54,9,0,0,64
36081055200,0,5,1,0,-1,0,0,0,0,0,1,0,0
36081055100,0,2,0,0,2,0,2,50,1,1,0,5,5
36081054900,0,0,0,1,0,-2,8,23,14,8,6,0,3
36081054800,0,0,0,0,0,0,0,0,0,0,0,-1,0
36081054700,-5,24,0,0,0,-2,-1,0,0,-1,0,0,0
36081054500,2,7,0,0,-1,-3,12,0,6,37,20,0,0
36081054200,0,0,0,-1,12,0,0,0,0,0,0,0,2
36081054000,7,0,0,7,5,1,1,0,-4,6,4,4,-2
36081053902,32,0,0,0,0,0,0,0,0,0,0,0,0
36081053901,0,0,1,1,0,0,0,2,26,1,132,13,18
36081053800,0,0,0,0,1,0,0,0,0,0,0,0,-1
36081053601,2,-1,0,1,0,1,0,0,-1,0,1,0,0
36081053502,0,0,0,0,0,0,0,0,-1,0,0,0,0
36081053501,0,0,0,0,0,-2,-1,-1,0,3,-1,0,0
36081053401,0,1,0,0,0,0,0,0,0,0,2,0,-1
36081053200,0,0,1,0,0,0,1,0,0,0,0,0,1
36081053100,0,-2,-1,2,-1,12,0,1,2,0,0,6,0
36081053000,0,4,1,0,0,1,-1,1,1,0,0,0,0
36081052800,2,0,0,0,2,2,0,2,0,0,4,0,1
36081052600,-1,-2,0,1,0,0,0,1,1,0,0,1,1
36081052500,1,4,0,0,0,0,0,0,0,0,0,0,0
36081052400,0,-1,4,2,1,0,0,0,0,1,1,2,1
36081052200,0,0,0,0,0,2,1,0,0,0,0,-1,0
36081052100,1,0,0,0,0,-2,0,0,0,3,0,0,0
36081052000,0,0,0,0,0,0,0,0,0,0,0,0,0
36081051800,0,0,0,0,0,0,2,0,0,0,0,0,0
36081051700,-1,5,0,16,4,0,0,-3,-2,5,2,10,3
36081051600,0,0,0,0,0,0,0,-1,1,0,2,0,0
36081051500,1,0,1,0,0,0,2,-2,1,2,0,1,10
36081051300,0,7,1,1,-2,5,8,0,0,0,1,0,2
36081051200,0,0,0,0,0,0,0,0,1,0,0,0,0
36081051100,1,-1,1,6,0,6,0,1,2,0,0,0,0
36081051000,0,0,0,0,1,0,0,-2,0,0,0,4,1
36081050800,1,2,0,0,0,0,0,0,0,0,0,0,2
36081050700,18,1,3,2,2,1,0,2,0,-1,0,-1,2
36081050600,0,0,1,0,0,0,3,0,0,2,3,0,0
36081050500,-1,0,0,0,2,0,0,2,0,1,0,0,0
36081050400,0,0,0,0,0,-2,0,0,0,1,0,2,0
36081050202,-1,0,0,2,1,0,0,0,6,0,0,2,2
36081050201,0,3,0,0,1,0,0,1,2,1,1,1,0
36081050000,6,4,5,0,0,0,0,2,12,-2,0,9,0
36081049900,1,4,2,3,3,3,34,0,-2,1,8,3,0
36081049700,2,9,0,-2,5,9,6,14,3,2,1,0,1
36081049600,0,1,0,-1,1,0,0,0,-1,2,0,0,0
36081049500,7,0,0,2,0,0,0,-2,0,0,1,3,2
36081049302,14,7,-2,0,0,2,4,0,0,-2,0,0,0
36081049301,6,0,1,9,0,0,0,0,0,-2,-2,0,3
36081049202,0,0,0,0,0,1,0,0,0,0,0,0,0
36081049201,0,0,0,0,0,0,1,-1,1,0,0,0,0
36081048900,0,-1,-3,-2,8,-2,-6,-1,0,7,75,1,69
36081048500,11,4,5,3,0,2,4,2,0,179,0,6,92
36081048400,4,0,1,1,2,-1,1,0,1,-1,0,2,1
36081048302,-2,4,0,8,10,0,-2,1,0,-1,48,-1,1
36081048301,-2,17,1,-2,0,3,-13,-4,9,11,3,0,8
36081048200,0,0,0,0,1,0,0,0,0,0,0,0,0
36081048100,0,2,0,0,2,-1,7,2,1,0,0,0,0
36081048000,2,0,3,4,0,0,2,1,0,0,0,0,0
36081047900,8,20,3,13,1,4,-1,0,3,15,7,2,11
36081047802,0,0,0,0,0,1,0,0,3,0,0,0,0
36081047801,0,2,0,-1,0,22,2,-1,0,0,0,1,0
36081047600,-1,-2,1,0,-1,0,-1,0,0,-1,2,2,2
36081047500,9,18,-4,14,3,151,9,5,16,0,0,33,5
36081047300,4,8,87,3,48,10,10,44,-2,0,141,182,0
36081047200,0,0,0,0,2,0,2,1,0,0,0,-1,1
36081047100,2,-3,2,0,31,12,-1,7,1,22,0,0,0
36081047000,0,0,0,1,0,0,0,-2,0,1,1,4,0
36081046902,2,4,3,1,0,0,0,-9,0,0,0,20,0
36081046901,0,20,1,-1,1,1,0,0,0,0,0,2,0
36081046800,0,17,1,0,0,0,0,0,0,132,-1,0,-1
36081046700,21,0,1,0,4,-1,-2,0,0,8,0,0,0
36081046600,0,-2,0,7,-1,-1,17,8,68,32,46,0,0
36081046500,7,0,1,0,0,1,-1,6,0,1,0,2,-1
36081046400,0,1,0,0,-1,0,0,0,0,-2,18,0,-1
36081046300,22,9,0,0,1,-4,-1,0,8,13,9,0,3
36081046200,27,37,31,1,94,2,-1,14,0,13,19,32,10
36081046100,-1,0,0,0,-1,0,2,-1,-2,0,1,4,-1
36081046000,1,0,0,0,0,-1,11,0,-1,0,1,-3,-1
36081045900,2,3,-3,8,-1,0,6,-1,1,-1,2,0,2
36081045800,37,4,-1,0,0,8,-3,0,-1,-3,0,0,9
36081045700,9,-1,1,-3,2,13,4,1,15,0,0,5,26
36081045600,1,0,2,0,0,0,1,0,1,2,0,1,0
36081045500,-5,0,0,0,0,0,0,0,0,0,0,0,0
36081045400,8,1,1,0,4,2,-2,0,4,-1,-2,10,-1
36081045200,0,2,0,0,0,0,0,0,1,1,0,0,0
36081045000,3,1,2,3,0,1,3,4,0,1,-1,1,0
36081044800,1,-1,0,1,0,-1,1,0,0,1,0,0,0
36081044602,81,0,-1,0,0,-3,0,0,45,0,0,51,70
36081044601,0,12,1,0,101,0,0,0,0,0,0,-1,489
36081044400,57,-1,16,38,4,2,-3,2,90,1,15,391,16
36081044302,5,1,8,1,1,0,1,1,4,-4,1,6,10
36081044301,28,4,3,-1,0,-1,11,28,71,23,1,15,3
36081044000,11,1,9,3,6,0,-1,4,14,4,2,1,3
36081043900,5,9,14,1,0,1,4,-1,9,13,0,0,2
36081043702,24,7,27,0,6,-4,12,-3,16,-4,-1,21,3
36081043701,8,40,1,4,6,5,0,7,-1,0,0,7,4
36081043400,1,0,0,1,1,0,1,0,2,0,0,4,3
36081043200,0,0,0,0,0,1,0,0,4,3,1,5,2
36081042700,22,1,16,0,12,6,-4,5,11,22,18,0,0
36081042600,0,0,0,0,0,0,0,0,0,0,0,0,0
36081042400,7,0,2,0,0,3,0,1,0,0,1,1,0
36081041500,6,0,8,19,0,11,3,-1,11,1,-1,-2,3
36081041400,5,0,0,2,-1,5,1,2,6,1,1,3,7
36081041300,-1,5,-1,10,3,1,42,16,6,2,15,6,13
36081041100,0,34,1,0,0,0,0,1,30,5,0,2,-2
36081040902,12,0,18,0,1,-3,-4,0,11,4,-1,0,0
36081040901,0,1,0,0,1,-1,0,0,0,0,15,0,0
36081040702,1,10,12,19,1,0,0,6,-5,0,0,0,0
36081040701,-1,14,0,0,0,-1,7,1,0,21,0,0,0
36081040502,9,0,-2,0,11,0,1,-10,0,2,3,14,13
36081040501,23,0,0,7,0,0,-1,0,8,0,0,0,0
36081040400,0,0,1,1,0,0,2,0,0,0,1,0,3
36081040302,51,33,9,10,-6,5,29,0,-2,3,2,0,-1
36081040301,4,10,0,1,-3,13,-1,0,-2,-15,-1,3,0
36081040200,2,0,0,0,0,0,0,0,0,-1,0,1,0
36081040102,34,50,14,-1,0,4,1,0,-2,-5,0,58,0
36081040101,4,0,3,3,0,-10,-3,11,3,9,-2,0,49
36081040000,2,0,2,0,0,0,-3,0,0,8,4,0,8
36081039902,8,16,14,9,-1,35,-5,16,26,1,0,0,0
36081039901,2,1,5,0,0,2,0,1,-2,1,0,0,1
36081039800,0,0,0,0,0,1,0,2,0,1,1,-1,1
36081039400,1,0,4,-2,3,5,4,2,70,5,4,5,3
36081038400,0,1,1,1,0,0,0,0,4,0,1,0,0
36081038302,0,0,0,0,0,0,0,0,0,0,0,0,0
36081038301,0,0,0,0,0,-5,0,0,0,0,0,0,0
36081038100,24,4,-1,8,40,5,3,-7,-2,1,9,16,0
36081037900,10,8,0,38,11,-4,1,0,-4,-2,16,32,5
36081037700,0,-1,-1,-1,8,0,9,7,0,0,-3,9,0
36081037600,5,0,0,7,1,0,0,1,6,6,1,5,5
36081037502,27,5,-2,12,0,0,16,1,29,0,0,0,-5
36081037501,17,0,1,2,-1,1,0,0,0,0,-1,0,10
36081037300,1,-4,79,0,12,0,0,-1,4,0,20,3,1
36081037100,4,1,1,0,1,1,0,2,2,4,0,1,0
36081036800,0,3,2,1,0,0,0,-2,1,1,0,0,0
36081036700,0,5,0,3,0,0,2,0,1,1,0,2,2
36081036600,0,0,4,2,5,-1,0,0,10,1,1,3,0
36081036500,2,0,4,0,-1,-2,1,0,9,24,8,12,34
36081036300,0,0,2,13,0,2,-3,0,8,1,1,3,-3
36081036100,5,3,-1,4,0,0,1,0,-4,-1,10,0,8
36081035800,15,1,5,1,0,0,3,1,1,5,3,2,7
36081035700,7,2,9,-3,9,-2,2,-1,1,-1,2,0,4
36081035300,0,0,0,4,0,0,1,1,0,0,0,0,0
36081035200,0,0,4,2,4,2,1,-1,1,1,0,3,1
36081035100,1,0,0,0,0,0,0,0,1,0,0,0,0
36081034700,5,1,-1,0,1,2,16,1,-1,-2,6,3,4
36081033900,1,0,0,0,0,1,2,1,3,0,2,0,0
36081033700,0,1,0,1,0,1,1,0,0,3,1,0,3
36081033405,3,1,0,0,1,0,0,0,2,2,0,1,2
36081033404,0,0,0,0,0,0,0,0,0,0,0,0,0
36081033403,0,0,0,0,0,0,0,0,0,0,0,0,0
36081033401,14,7,5,4,0,56,54,1,87,85,90,4,3
36081033000,19,8,8,1,4,3,4,3,2,7,3,1,12
36081032900,9,0,0,2,6,1,3,2,1,8,0,1,7
36081032800,6,6,-1,0,10,1,0,4,4,4,0,0,0
36081032700,7,1,0,3,-2,0,0,0,0,0,6,6,0
36081032000,4,8,1,8,1,10,3,6,16,2,3,6,5
36081031700,11,3,3,1,2,0,10,2,1,3,1,8,1
36081030906,2,4,4,1,0,4,2,2,0,2,0,0,0
36081030905,2,3,0,3,1,2,0,3,-1,0,1,1,1
36081030904,2,2,3,1,1,0,1,2,0,3,1,1,0
36081030903,2,17,1,0,0,1,0,1,2,-1,0,0,1
36081030600,3,-2,13,6,4,2,3,2,4,5,0,5,7
36081029900,0,0,0,0,0,0,0,0,0,0,0,0,0
36081029700,-1,10,3,7,8,4,0,15,-3,0,8,-3,48
36081029500,1,0,-1,1,0,7,1,0,0,0,0,0,0
36081029400,10,6,19,2,5,4,9,11,6,7,166,11,10
36081029300,2,1,1,0,0,0,0,1,0,0,1,0,1
36081029100,10,4,3,0,-2,0,1,1,3,1,0,0,1
36081028900,0,-1,0,0,-2,0,0,0,0,1,0,0,1
36081028803,0,0,0,0,0,0,0,0,0,0,0,0,0
36081028802,2,-1,1,2,0,1,3,4,2,5,5,2,2
36081028801,4,5,3,2,0,3,3,5,2,6,2,3,4
36081028700,0,0,0,6,0,0,1,0,0,-4,0,0,0
36081028500,0,0,0,0,0,0,0,0,0,0,0,0,0
36081028400,6,6,5,5,2,3,0,2,5,1,3,8,5
36081028300,0,-1,4,2,0,-1,0,37,0,0,0,0,0
36081028200,0,3,1,2,0,0,1,-1,19,1,1,6,1
36081028100,0,0,0,45,1,0,0,0,0,0,1,0,0
36081028000,0,1,3,2,0,2,0,0,1,1,0,2,0
36081027900,0,-1,0,0,1,0,0,0,0,0,0,0,0
36081027800,0,1,1,0,0,0,0,0,1,1,0,0,0
36081027702,0,0,0,0,0,0,1,0,0,0,0,0,0
36081027701,0,2,0,0,1,-1,0,0,-2,0,0,0,24
36081027600,3,0,0,6,2,0,0,0,2,-2,2,3,4
36081027500,-2,0,2,-2,0,0,-1,0,0,0,1,0,-1
36081027400,0,0,0,1,1,0,0,-1,0,0,0,-1,0
36081027302,0,0,0,0,0,0,0,0,0,0,-10,0,44
36081027301,1,29,0,-2,-2,0,0,0,0,0,-2,0,0
36081027200,1,0,0,3,0,1,0,0,1,0,0,1,-2
36081027102,0,0,0,1,0,-3,0,1,-8,0,0,0,0
36081027101,9,-5,8,0,-1,0,0,1,10,-1,0,0,0
36081027000,2,0,0,0,1,1,1,0,1,0,0,1,2
36081026902,0,0,0,0,0,-1,0,0,3,1,2,0,0
36081026901,1,-2,0,0,-4,0,5,1,0,0,4,0,1
36081026700,60,0,0,-1,-3,-4,-4,-3,8,-7,10,8,1
36081026600,0,1,4,0,0,0,-1,0,0,0,0,0,0
36081026502,9,4,9,4,0,0,-1,0,0,0,0,5,0
36081026501,0,0,41,0,0,-1,-3,0,0,154,0,9,0
36081026400,0,0,0,3,0,53,1,3,3,2,6,5,0
36081026300,42,37,-1,-3,12,-3,-6,16,7,15,0,13,10
36081026200,1,0,1,0,1,-2,1,7,0,0,2,0,0
36081026100,26,2,7,0,0,0,27,0,11,-1,0,0,0
36081026000,0,6,1,0,0,-1,1,2,-1,2,9,6,0
36081025900,0,4,0,0,0,1,0,4,0,1,1,4,7
36081025800,0,0,1,0,4,-1,1,1,0,4,0,0,0
36081025700,1,6,1,-7,1,0,0,0,0,1,0,0,0
36081025500,0,0,0,0,-2,6,0,0,-1,0,0,0,2
36081025402,6,4,3,4,0,0,-1,1,8,5,0,6,5
36081025401,28,22,11,4,0,1,0,0,4,-3,3,-1,8
36081025302,22,0,0,0,67,1,-1,25,0,-8,8,75,54
36081025301,-1,0,11,0,0,0,0,0,0,0,0,2,0
36081025100,3,0,-2,-5,0,0,0,6,0,-1,-2,0,0
36081024900,2,-1,-1,-1,0,0,0,-1,4,-1,-1,-1,7
36081024700,-2,0,7,0,-1,1,0,12,0,0,0,-2,-2
36081024600,0,0,0,0,0,0,0,0,0,0,0,0,0
36081024500,-1,81,1,4,-1,1,21,0,0,30,4,42,3
36081024300,4,3,4,3,0,-4,1,25,3,2,6,9,9
36081024000,346,0,-2,0,66,0,-4,-7,0,33,0,139,28
36081023800,1,0,0,-1,0,0,0,18,16,0,2,109,11
36081023600,-2,60,0,1,0,0,51,1,0,481,-1,0,-1
36081023502,1,0,6,0,-2,-8,3,0,0,6,10,0,0
36081023501,0,0,0,0,0,0,0,0,0,0,0,0,0
36081023200,1,144,-1,0,0,24,0,2,3,1,1,46,-3
36081023000,0,1,3,1,0,0,0,1,0,0,1,0,0
36081022900,0,0,0,0,0,0,0,0,0,0,0,0,0
36081022002,79,22,8,48,-1,0,1,16,0,0,23,0,0
36081022001,11,27,-2,0,4,0,0,0,0,63,0,54,0
36081021603,0,0,0,0,0,0,0,0,0,0,0,0,0
36081021602,2,2,-1,0,0,0,0,0,-2,-2,-2,0,-1
36081021601,0,0,0,0,0,0,124,0,0,0,0,0,0
36081021400,1,-2,0,4,1,-2,0,0,0,0,32,14,65
36081021200,0,0,0,0,-2,3,0,-3,9,0,3,3,9
36081020800,0,1,7,-4,-4,1,-2,8,383,-1,540,125,535
36081020600,6,7,0,0,1,1,0,0,8,14,0,1,0
36081020500,0,-1,-5,-2,0,-1,0,0,0,0,0,-1,0
36081020400,14,0,-2,1,1,0,0,6,8,-4,-5,0,-3
36081020200,6,2,0,1,0,0,1,0,-1,12,1,3,1
36081019903,0,0,0,0,0,0,0,0,0,0,0,0,0
36081019902,0,0,0,0,0,0,0,0,0,0,0,0,0
36081019901,-2,-5,-2,-3,0,-1,-2,-1,-2,0,-3,0,0
36081019800,5,6,0,0,2,-3,0,2,0,1,-1,0,0
36081019600,7,0,3,3,0,0,0,0,1,1,8,0,-3
36081019400,2,1,0,0,0,1,0,1,3,1,1,3,1
36081019200,0,0,1,0,0,0,0,-1,0,4,-1,0,0
36081019000,0,0,0,0,3,2,0,5,0,0,2,0,0
36081018900,2,0,0,0,0,0,0,1,0,0,0,-1,0
36081018800,4,4,1,0,2,2,1,1,0,0,2,-1,1
36081018700,1,1,0,1,0,1,0,0,2,16,1,2,2
36081018600,1,1,0,0,0,0,1,6,0,3,1,0,0
36081018502,0,0,0,-2,0,0,0,0,0,-2,0,12,0
36081018501,1,0,0,0,0,1,0,0,4,0,0,1,2
36081018402,0,-1,2,2,0,2,0,0,0,0,1,0,0
36081018401,6,0,-2,0,0,2,0,1,2,2,0,4,1
36081018300,0,1,0,1,-2,16,1,-3,-2,-2,0,0,27
36081018200,3,1,1,0,0,0,0,8,3,1,1,5,2
36081018102,0,0,-8,0,0,0,38,0,0,0,0,0,0
36081018101,1,1,1,0,0,0,0,0,0,0,0,0,1
36081018000,8,0,1,0,4,0,0,-1,0,0,0,0,0
36081017902,0,0,0,0,0,0,0,0,0,0,0,0,0
36081017901,0,0,0,3,0,0,0,0,0,4,0,0,0
36081017800,0,0,1,0,0,0,0,0,0,0,0,0,5
36081017600,3,2,0,-1,3,0,0,1,1,1,0,0,-2
36081017400,2,1,0,1,0,0,0,0,1,0,1,0,0
36081017200,-1,0,-1,0,0,-1,0,0,0,0,1,0,0
36081017102,0,0,0,0,0,0,0,0,0,0,0,0,0
36081017101,0,0,0,0,0,0,0,0,0,0,0,0,0
36081017000,1,1,0,1,4,2,0,-2,1,-1,1,0,1
36081016900,0,-1,0,0,0,-2,0,0,1,0,0,0,0
36081016800,0,4,0,0,1,1,1,-1,1,4,0,0,0
36081016600,3,0,0,0,0,0,1,0,0,0,0,0,0
36081016400,0,0,0,0,0,0,1,1,1,1,0,0,0
36081016300,0,0,0,0,0,0,0,1,0,0,0,0,1
36081016100,0,0,8,0,-1,-1,1,0,-2,1,0,0,8
36081015900,6,1,0,-1,0,1,8,0,0,0,1,0,0
36081015802,0,-2,4,1,0,1,-1,1,-2,0,12,1,-4
36081015801,0,2,0,1,2,0,2,2,0,-1,0,1,7
36081015700,0,1,0,0,0,0,0,0,87,0,0,143,25
36081015600,4,2,1,1,1,0,2,1,3,1,-1,0,0
36081015500,18,8,6,8,15,0,-5,12,0,7,1,-2,12
36081015400,0,-1,1,1,2,-1,0,0,0,0,0,10,0
36081015300,3,1,8,-3,-2,1,0,17,7,-2,0,0,0
36081015200,0,4,12,0,0,3,0,0,-2,1,7,-3,2
36081015100,8,0,1,1,1,0,3,0,2,5,0,0,0
36081015000,0,8,2,3,0,0,0,0,0,1,0,0,0
36081014900,0,1,0,0,1,0,0,0,0,0,1,0,1
36081014800,6,10,0,2,0,0,0,0,0,0,0,1,1
36081014700,0,2,0,3,6,0,2,1,1,4,0,-4,0
36081014500,3,1,5,2,0,2,1,2,0,2,1,5,6
36081014400,-1,1,2,5,1,0,1,0,0,0,-1,0,0
36081014300,2,1,0,0,5,0,3,-10,5,10,2,22,-2
36081014202,1,6,0,3,0,-2,2,0,0,6,1,0,0
36081014201,0,1,0,182,0,1,10,-3,2,0,0,0,0
36081014100,0,0,0,0,0,-2,-1,0,0,0,0,0,0
36081014000,0,-1,1,0,0,2,40,0,1,1,0,1,7
36081013800,0,0,52,6,2,-1,0,4,2,0,0,0,0
36081013700,1,-2,-1,2,1,-3,-1,2,0,2,0,0,1
36081013600,0,-2,0,0,0,0,0,0,2,1,0,1,2
36081013500,4,1,1,2,1,0,1,1,1,-2,0,5,5
36081013400,13,82,18,0,0,-3,-4,0,-3,19,44,17,0
36081013200,7,0,1,0,12,0,0,0,0,0,0,0,0
36081013000,-2,-1,0,0,0,0,0,0,0,0,0,0,0
36081012800,2,0,0,0,0,1,0,2,0,0,0,0,2
36081012602,0,1,0,0,0,0,1,0,0,0,0,0,1
36081012601,5,-1,1,0,0,2,0,0,0,0,1,1,0
36081012500,1,0,3,0,0,0,0,0,29,0,2,0,-1
36081012400,0,0,-2,-1,0,0,2,0,0,0,0,1,0
36081012301,7,2,1,5,-3,4,2,90,1,-2,1,10,6
36081012200,1,0,4,0,0,0,0,0,0,0,0,0,1
36081012100,5,3,0,2,1,1,1,4,0,1,0,1,0
36081012000,-1,1,13,1,4,3,6,0,2,0,-1,0,0
36081011900,1,0,1,1,-2,4,0,-1,2,3,13,0,0
36081011800,-7,11,0,7,0,1,0,0,6,0,0,0,0
36081011700,6,2,6,0,0,2,0,2,-4,1,0,0,1
36081011600,1,0,0,0,0,0,0,1,0,0,1,0,0
36081011500,-2,4,-3,5,29,3,0,4,9,-8,1,20,10
36081011400,0,1,1,0,0,0,0,0,0,-2,0,0,0
36081011300,0,4,14,22,0,2,0,0,0,0,0,47,3
36081011200,4,10,1,0,0,0,1,1,0,0,0,0,0
36081011100,1,6,0,47,0,0,0,0,2,0,-2,-1,0
36081011000,4,-3,0,2,1,1,6,1,0,0,1,0,0
36081010800,2,0,1,2,1,-3,0,0,2,2,1,0,0
36081010600,3,0,-1,7,0,1,0,-1,0,1,-2,0,1
36081010500,36,2,0,0,1,1,0,0,53,1,0,0,0
36081010400,5,3,0,3,0,1,0,1,0,0,0,0,1
36081010300,0,8,0,0,0,1,0,1,1,0,-4,11,0
36081010200,0,6,2,0,0,2,0,-2,0,0,0,1,1
36081010100,5,1,15,5,1,2,0,2,0,2,1,0,1
36081010000,0,0,2,0,0,0,1,-5,-1,2,1,0,0
36081009900,0,0,0,0,0,0,0,0,0,0,0,0,0
36081009800,0,4,-1,1,0,0,-1,0,0,0,0,1,1
36081009700,4,1,5,2,0,2,5,0,1,0,0,9,6
36081009600,1,0,1,-1,1,0,0,0,1,1,1,0,0
36081009500,1,0,0,-1,2,1,0,0,4,1,0,0,0
36081009400,1,0,0,1,0,0,1,1,2,-1,0,0,1
36081009100,1,0,-2,14,-1,0,1,6,3,10,0,2,2
36081008800,2,8,0,6,3,12,13,1,1,6,1,7,27
36081008700,32,0,0,0,-1,-2,15,-1,0,405,-2,46,162
36081008600,0,0,0,1,1,1,11,0,0,0,2,0,0
36081008500,-6,-1,0,1,-4,-2,-2,1,-8,-1,0,-3,0
36081008300,143,0,3,3,15,-2,39,9,0,0,32,56,-3
36081008100,85,0,0,75,0,80,0,25,102,8,0,30,534
36081007900,0,33,65,-2,-1,17,50,18,52,80,10,52,33
36081007700,-1,32,6,-1,214,0,21,1,104,-3,-1,8,23
36081007500,-2,16,-2,16,2,29,21,10,0,-2,-5,23,135
36081007300,93,11,19,20,20,-3,10,68,-6,-11,0,66,61
36081007100,40,70,14,31,3,-1,8,-5,7,62,23,17,26
36081006900,79,24,42,32,14,22,104,66,48,20,21,41,16
36081006502,76,9,18,10,38,-1,22,14,20,0,28,-1,0
36081006501,2,12,0,-1,1,0,0,-2,23,14,-2,22,23
36081006300,22,41,3,3,8,3,-5,11,17,-3,34,10,17
36081006202,3,0,-3,-2,0,1,0,0,0,1,0,-1,0
36081006201,0,0,0,0,6,0,0,0,0,1,0,0,0
36081006100,175,11,96,-3,5,17,127,26,4,9,47,0,3
36081005900,13,2,-1,5,-2,8,0,-5,3,14,0,2,-3
36081005800,0,-1,0,0,0,2,1,1,0,0,0,0,0
36081005700,1,0,0,1,-4,0,33,2,0,64,0,0,0
36081005500,-1,0,-2,0,0,0,0,0,179,43,0,77,96
36081005400,2,0,0,0,0,2,0,0,1,0,0,0,2
36081005300,23,63,0,15,-1,-1,3,8,63,-5,0,21,1
36081005200,0,6,0,0,1,0,0,4,6,7,0,0,4
36081005100,0,27,0,-1,78,-3,-4,0,31,63,-2,-4,266
36081005000,0,0,0,0,0,0,0,0,0,0,0,0,0
36081004700,1,2,0,1,0,0,1,-1,0,0,0,0,0
36081004500,1,0,0,4,0,0,0,0,0,0,35,0,1
36081004401,5,5,0,0,0,1,1,2,0,0,0,0,0
36081004300,0,0,-1,17,-2,0,-3,0,0,0,0,0,0
36081004200,0,-1,1,8,1,0,1,0,1,1,0,20,0
36081004002,0,-2,0,-2,1,4,-1,0,0,0,4,0,-4
36081004001,0,0,0,0,-1,0,4,0,4,0,0,-1,-2
36081003900,-2,0,0,0,0,0,0,2,0,0,3,3,0
36081003800,1,5,-1,0,0,0,0,1,0,-5,-2,4,0
36081003700,0,0,0,0,0,0,0,0,0,0,0,0,0
36081003600,0,0,4,3,0,6,1,0,0,0,1,0,1
36081003400,0,0,-2,1,1,1,1,0,0,3,0,0,1
36081003302,0,0,1,1,-1,0,0,57,37,39,0,1,-1
36081003301,0,83,-8,220,87,429,340,164,757,90,0,990,30
36081003200,5,1,0,0,0,0,1,0,0,0,2,0,0
36081003100,0,-1,2,-8,7,-2,-3,448,21,14,46,121,7
36081003000,0,0,0,1,0,0,1,1,1,1,2,0,0
36081002800,9,0,0,0,0,0,0,0,2,0,0,1,-2
36081002600,0,6,1,0,0,0,0,1,0,0,0,1,0
36081002500,0,0,0,0,0,0,0,0,0,0,0,0,0
36081002400,0,0,0,0,0,0,0,0,0,0,0,0,0
36081002200,0,0,0,0,1,0,0,1,0,0,0,1,0
36081002000,0,1,0,0,1,0,0,0,0,0,0,0,0
36081001903,75,0,0,709,-2,-3,470,0,34,111,31,832,0
36081001902,8,-1,0,182,118,22,409,2655,2130,494,-4,123,-14
36081001901,0,0,0,0,188,-12,175,0,0,180,38,1276,34
36081001800,3,0,0,-1,0,2,0,0,0,0,0,1,0
36081001600,0,0,0,0,1,1,0,0,1,0,0,0,0
36081001400,-1,0,2,3,1,2,0,0,0,0,0,0,0
36081001200,1,0,0,0,0,0,0,1,0,0,1,0,1
36081001000,0,1,0,1,0,0,0,1,-2,1,0,0,0
36081000800,0,0,0,0,0,0,-3,0,0,0,7,0,0
36081000702,9,7,58,183,59,20,138,76,56,218,97,107,15
36081000701,89,77,0,46,-2,0,21,6,206,45,8,-6,98
